,artist,song,genres,year,key,mode,duration,bpm
3846,Channel Live feat. KRS-One,Mad Izm,Hip Hop,1994,,,,
3847,Eve,Gotta Man,Hip Hop,1999,F,minor,4:25,91BPM
3848,A Tribe Called Quest,Oh My God,Hip Hop,1993,B,major,3:26,95BPM
3849,Afterhours,Male de miele,Rock,1997,,,,
3850,Foo Fighters,Aurora,Rock,1999,A,major,5:50,123BPM
3851,Sparklehorse,Pig,Rock,1998,C♯/D♭,major,2:23,76BPM
3852,The Fall,Free Range,Rock,1992,D,major,4:01,120BPM
3853,Black Star,Respiration,Hip Hop,1998,F♯/G♭,minor,6:05,179BPM
3854,X-Press 2,Muzik X-press,Dance,1992,F,major,5:45,122BPM
3855,Fugees,Rumble in the Jungle,Hip Hop,1997,,,,
3856,Summer Daze [Basement Jaxx],Samba Magic,Dance,1995,,,,
3857,Leftfield,Phat Planet,Dance,1999,F♯/G♭,major,5:22,135BPM
3858,Genaside II,Narra Mine,Dance,1991,C♯/D♭,major,3:15,128BPM
3859,Palace Music,New Partner,Rock,1995,B,major,3:54,124BPM
3860,Sepultura,Refuse/Resist,Rock,1993,,,,
3861,Frank Black,Los Angeles,Rock,1993,A,major,4:09,75BPM
3862,Puff Daddy Feat. Jimmy Page,Come with Me,Rock,1998,,,,
3863,Paul Johnson,Get Get Down,Dance,1999,F,minor,9:12,127BPM
3864,Nirvana,Breed,Rock,1991,E,major,3:04,158BPM
3865,Lennie De Ice,We Are I.E.,Dance,1991,,,,
3866,Faithless,Salva Mea,Dance,1996,F,minor,10:45,128BPM
3867,Tortoise Remixed by Spring Heel Jack,Galapagos 1,Dance,1996,,,,
3868,Altern 8,Infiltrate 202,Dance,1991,,,,
3869,The Firm,Phone Tap,Hip Hop,1997,G,major,3:46,89BPM
3870,187 Lockdown,Gunman,Dance,1998,A♯/B♭,minor,6:22,128BPM
3871,The Heartists,Belo Horizonti,Dance,1996,,,,
3872,The All Seeing I,The Beat Goes On,Dance,1998,,,,
3873,Dream Theater,Learning to Live,Rock,1992,E,minor,11:30,127BPM
3874,Unrest,Make Out Club,Rock,1993,B,major,3:32,140BPM
3875,Money Mark,Hand in Your Head,Pop,1998,G♯/A♭,major,1:38,99BPM
3876,Propellerheads / David Arnold,On Her Majesty's Secret Service,Dance,1997,,,,
3877,Brainiac,Pussyfootin',Rock,1996,,,,
3878,Red House Painters,New Jersey,Rock,1993,D,major,3:58,99BPM
3879,Blur,Sing,Rock,1991,A,minor,6:02,148BPM
3880,Eg & Alice,Indian,Pop,1991,,,,
3881,Sarah McLachlan,Adia,Pop,1997,D♯/E♭,major,3:58,81BPM
3882,Suede,Killing of a Flashboy,Rock,1994,F♯/G♭,major,4:25,118BPM
3883,Stone Temple Pilots,Creep,Rock,1992,E,minor,5:33,108BPM
3884,Guru,Loungin,Hip Hop,1993,F♯/G♭,major,4:38,99BPM
3885,Galaxie 500,4th of July,Rock,1990,,,,
3886,Soul Coughing,Circles,Rock,1998,C,major,3:07,102BPM
3887,The Pharcyde,Drop,Hip Hop,1995,A♯/B♭,minor,5:34,95BPM
3888,Modest Mouse,Broke,Rock,1996,B,major,3:19,115BPM
3889,Kate Bush,Moments of Pleasure,Pop,1993,C♯/D♭,major,5:17,130BPM
3890,Vanessa Williams,Save the Best for Last,Pop,1991,D♯/E♭,major,3:39,96BPM
3891,Primal Scream,Star,Rock,1997,A,major,4:25,182BPM
3892,Rancid,Roots Radicals,Rock,1995,,,,
3893,Wilco,Monday,Rock,1996,C,major,3:34,131BPM
3894,Mike Ladd,Padded Walls,Hip Hop,1997,,,,
3895,Pavement,Spit on a Stranger,Rock,1999,D,major,3:04,165BPM
3896,The Afghan Whigs,Going to Town,Rock,1996,A,major,3:17,115BPM
3897,Black Moon,I Got Cha Opin,Hip Hop,1993,E,minor,4:15,92BPM
3898,Luscious Jackson,Why Do I Lie?,Rock,1996,E,major,3:20,81BPM
3899,Faithless,God Is a DJ,Dance,1998,A♯/B♭,minor,8:02,130BPM
3900,Ramones,Poison Heart,Rock,1992,C♯/D♭,minor,4:04,148BPM
3901,Rosie Gaines,Closer Than Close,Dance,1995,A,major,5:09,81BPM
3902,Sebadoh,Skull,Rock,1994,,,,
3903,Sparklehorse,Spirit Ditch,Rock,1995,B,major,3:24,116BPM
3904,The Verve,All in the Mind,Rock,1992,,,,
3905,Dillinja,The Angels Fell,Dance,1995,B,major,5:55,160BPM
3906,Les Rythmes Digitales,Jacques Your Body (Make Me Sweat),Dance,1997,F♯/G♭,minor,6:28,126BPM
3907,Digable Planets,Where I'm From,Hip Hop,1993,,,,
3908,Broadcast,The Book Lovers,Rock,1996,A,major,4:50,117BPM
3909,Slowdive,Alison,Rock,1993,E,major,3:52,102BPM
3910,Wu-Tang Clan,Shame on a Nigga,Hip Hop,1993,C♯/D♭,major,2:57,100BPM
3911,Pixies,U-Mass,Rock,1991,F,minor,3:01,107BPM
3912,Cocteau Twins,Heaven or Las Vegas,Rock,1990,G,major,4:58,180BPM
3913,Yo La Tengo,From a Motel 6,Rock,1993,G,major,4:09,132BPM
3914,R.E.M.,Bittersweet Me,Rock,1996,E,minor,4:06,120BPM
3915,Underground Resistance,Jupiter Jazz,Dance,1992,,,,
3916,Primus,Wynona's Big Brown Beaver,Rock,1995,,,,
3917,The Divine Comedy,The Certainty of Chance,Pop,1998,D,major,6:07,151BPM
3918,Nine Inch Nails,We're in This Together,Rock,1999,,,,
3919,Fuel,Shimmer,Rock,1998,E,minor,3:13,119BPM
3920,Dem 2,Destiny,Dance,1997,A,major,4:57,127BPM
3921,The Pogues,Summer in Siam,Rock,1990,C,major,4:08,116BPM
3922,Goodie Mob,Soul Food,Hip Hop,1995,E,minor,3:56,96BPM
3923,Maxime Le Forestier,Passer ma route,Pop,1995,D♯/E♭,major,8:06,120BPM
3924,PJ Harvey,Send His Love to Me,Rock,1995,G,major,4:21,125BPM
3925,OutKast,Da Art of Storytellin' (Part 1),Hip Hop,1998,,,,
3926,Super Furry Animals,God! Show Me Magic,Rock,1996,,,,
3927,A Tribe Called Quest,Find a Way,Hip Hop,1998,F♯/G♭,major,3:24,94BPM
3928,Kool G Rap & DJ Polo,Ill Street Blues,Hip Hop,1992,,,,
3929,The Black Crowes,Twice as Hard,Rock,1990,C,major,4:09,173BPM
3930,Secret Knowledge,Sugar Daddy,Dance,1993,,,,
3931,The Wildhearts,Caffeine Bomb,Rock,1994,G♯/A♭,major,2:41,116BPM
3932,OutKast,Southernplayalisti- cadillacmuzik,Hip Hop,1994,,,,
3933,Shades of Rhythm,The Sound of Eden,Dance,1991,,,,
3934,Tindersticks,No More Affairs,Pop,1994,A,minor,3:50,142BPM
3935,Romanthony,Hold On,Dance,1999,,,,
3936,Ruffneck feat. Yavahn,Everybody Be Somebody,Dance,1995,,,,
3937,Spacemen 3,Big City,Rock,1990,,,,
3938,Grant Lee Buffalo,Mockingbirds,Rock,1994,C♯/D♭,major,4:40,129BPM
3939,Euromasters,Alles naar de kl--te,Dance,1992,,,,
3940,Busta Rhymes,Turn it Up,Hip Hop,1997,E,major,4:12,91BPM
3941,Smif-n-Wessun,Bucktown,Hip Hop,1994,G♯/A♭,major,3:58,89BPM
3942,Rocket from the Crypt,Born in '69,Rock,1995,C♯/D♭,major,2:17,160BPM
3943,The Smashing Pumpkins,Perfect,Rock,1998,G,major,3:23,114BPM
3944,Helmet,Unsung,Rock,1991,A,major,3:56,160BPM
3945,Mobb Deep,Survival of the Fittest,Hip Hop,1995,B,minor,3:45,95BPM
3946,Skinny,Failure,Rock,1998,F♯/G♭,minor,4:55,91BPM
3947,Red Hot Chili Peppers,Blood Sugar Sex Magik,Rock,1991,A,minor,4:31,147BPM
3948,R.E.M.,Lotus,Rock,1998,G,major,4:32,99BPM
3949,Genius/GZA,Liquid Swords,Hip Hop,1995,,,,
3950,Elliott Smith,Speed Trials,Rock,1996,C,major,3:16,103BPM
3951,Billy Bragg and Natalie Merchant,Way Over Yonder in the Minor Key,Rock,1998,,,,
3952,Manic Street Preachers,Australia,Rock,1996,E,major,4:04,138BPM
3953,Ride,Drive Blind,Rock,1990,A,major,4:46,102BPM
3954,Mazzy Star,Flowers in December,Rock,1996,G,major,4:58,97BPM
3955,Massive Attack,Eurochild,Hip Hop,1994,,,,
3956,Neil Young and Crazy Horse,Mansion on the Hill,Rock,1990,,,,
3957,Crystal Waters,100% Pure Love,Dance,1994,,,,
3958,Smog,Bathysphere,Rock,1995,G,minor,4:50,105BPM
3959,Alanis Morissette,Uninvited,Rock,1998,D,major,4:36,127BPM
3960,Underworld,King of Snake,Dance,1999,,,,
3961,Tom Verlaine,5 Hours from Calais,Rock,1990,,,,
3962,New Fast Automatic Daffodils,Big,Rock,1990,G,major,6:09,114BPM
3963,Annie Lennox,No More I Love You's,Pop,1995,D♯/E♭,major,5:02,90BPM
3964,Underworld,Dark and Long,Dance,1994,,,,
3965,The Afghan Whigs,Honky's Ladder,Rock,1996,,,,
3966,Eels,Beautiful Freak,Pop,1996,C,major,3:34,140BPM
3967,Wilco,Outtasite (Outta Mind),Rock,1996,A,major,2:35,130BPM
3968,Korn,Faget,Rock,1994,C♯/D♭,minor,5:50,88BPM
3969,4 Hero,Loveless,Dance,1997,,,,
3970,Nalin & Kane,Beachball,Dance,1997,,,,
3971,Nas,Half Time,Hip Hop,1992,,,,
3972,R.E.M.,Electrolite,Rock,1996,G,major,4:05,123BPM
3973,De La Soul,Ego Trippin' (Part Two),Hip Hop,1993,,,,
3974,Kyuss,Gardenia,Rock,1994,F,major,6:54,169BPM
3975,Pet Shop Boys,Jealousy,Pop,1990,,,,
3976,R.E.M.,Strange Currencies,Rock,1994,C,major,3:53,183BPM
3977,Nirvana,Dive,Rock,1990,B,major,3:55,128BPM
3978,Annie Lennox,Walking on Broken Glass,Pop,1992,C,major,4:11,115BPM
3979,Queen,Innuendo,Rock,1991,A,minor,6:28,74BPM
3980,Mogwai,Summer,Rock,1996,,,,
3981,Crooklyn Dodgers '95,Return of the Crooklyn Dodgers,Hip Hop,1995,C♯/D♭,major,5:05,94BPM
3982,Gang Starr,Code of the Streets,Hip Hop,1994,D,major,3:27,193BPM
3983,Dream Theater,Pull Me Under,Rock,1992,A,major,8:14,102BPM
3984,Soundgarden,Pretty Noose,Rock,1996,C,major,4:12,151BPM
3985,Manic Street Preachers,Tsunami,Rock,1998,F♯/G♭,major,3:52,113BPM
3986,Manic Street Preachers,She Is Suffering,Rock,1994,E,major,4:44,112BPM
3987,Orbital,Times Fly,Dance,1995,,,,
3988,Ben Harper,Like a King,Rock,1994,D,major,4:18,90BPM
3989,Chris Cornell,Can't Change Me,Rock,1999,,,,
3990,Dream Theater,"Metropolis, Pt. 1: The Miracle and the Sleeper",Rock,1992,,,,
3991,Joy Division,Love Will Tear Us Apart,Rock,1980,D,major,3:18,163BPM
3992,Grandmaster Flash and The Furious Five,The Message,Hip Hop,1982,,,,
3993,Public Enemy,Fight the Power,Hip Hop,1989,D,major,4:43,106BPM
3994,Talking Heads,Once in a Lifetime,Rock,1980,D,major,4:20,117BPM
3995,The Smiths,How Soon Is Now?,Rock,1984,B,major,6:46,190BPM
3996,Guns N' Roses,Sweet Child O' Mine,Rock,1987,F♯/G♭,major,5:55,125BPM
3997,Madonna,Like a Prayer,Pop,1989,F,major,5:43,111BPM
3998,Madonna,Like a Virgin,Pop,1984,D♯/E♭,minor,3:39,120BPM
3999,U2,Sunday Bloody Sunday,Rock,1983,F♯/G♭,major,4:40,100BPM
4000,The Human League,Don't You Want Me,Pop,1981,,,,
4001,Pixies,Debaser,Rock,1989,F,major,2:53,136BPM
4002,Kate Bush,Running Up That Hill,Pop,1985,,,,
4003,Pixies,Where Is My Mind?,Rock,1988,E,major,3:57,81BPM
4004,Public Enemy,Bring the Noise,Hip Hop,1987,B,major,3:43,130BPM
4005,Motörhead,Ace of Spades,Rock,1980,D♯/E♭,minor,2:47,140BPM
4006,Sonic Youth,Teen Age Riot,Rock,1988,,,,
4007,AC/DC,Back in Black,Rock,1980,,,,
4008,Eurythmics,Sweet Dreams (Are Made of This),Pop,1983,G♯/A♭,major,3:37,125BPM
4009,Pet Shop Boys,West End Girls,Pop,1985,E,minor,4:00,113BPM
4010,Pixies,Monkey Gone to Heaven,Rock,1989,F♯/G♭,minor,2:57,116BPM
4011,Guns N' Roses,Welcome to the Jungle,Rock,1987,G♯/A♭,major,4:32,123BPM
4012,The Jam,Going Underground,Rock,1980,B,major,2:55,181BPM
4013,M|A|R|R|S,Pump Up the Volume,Dance,1987,,,,
4014,Echo and the Bunnymen,The Killing Moon,Rock,1984,,,,
4015,The Jesus and Mary Chain,Just Like Honey,Rock,1985,G♯/A♭,major,3:02,121BPM
4016,N.W.A,Straight Outta Compton,Hip Hop,1988,,,,
4017,Eric B. & Rakim,Paid in Full,Hip Hop,1987,,,,
4018,The Clash,Should I Stay or Should I Go,Rock,1982,,,,
4019,Dinosaur Jr.,Freak Scene,Rock,1988,A,major,3:37,77BPM
4020,N.W.A,Fuck tha Police,Hip Hop,1988,,,,
4021,The Jam,That's Entertainment,Rock,1980,,,,
4022,Joan Jett and The Blackhearts,I Love Rock 'n Roll,Rock,1981,,,,
4023,The Clash,Rock the Casbah,Rock,1982,,,,
4024,Cyndi Lauper,Time After Time,Pop,1983,C,major,3:59,130BPM
4025,Bruce Springsteen,The River,Rock,1980,G,major,5:02,117BPM
4026,Salt 'n' Pepa,Push It,Hip Hop,1987,G,major,4:32,127BPM
4027,Robert Wyatt,Shipbuilding,Pop,1982,,,,
4028,Neil Young,Rockin' in the Free World,Rock,1989,E,minor,4:42,132BPM
4029,AC/DC,You Shook Me All Night Long,Rock,1980,,,,
4030,Tracy Chapman,Fast Car,Pop,1988,E,minor,4:57,104BPM
4031,Leonard Cohen,Hallelujah,Pop,1984,D,major,5:10,172BPM
4032,Melle Mel,White Lines (Don't Don't Do It),Hip Hop,1983,,,,
4033,De La Soul,Me Myself and I,Hip Hop,1989,,,,
4034,U2,New Year's Day,Rock,1983,,,,
4035,Morrissey,Everyday Is Like Sunday,Pop,1988,C,major,3:33,117BPM
4036,Rob Base & DJ E-Z Rock,It Takes Two,Hip Hop,1988,,,,
4037,Public Enemy,Rebel Without a Pause,Hip Hop,1987,G,major,5:03,100BPM
4038,Public Enemy,Don't Believe the Hype,Hip Hop,1988,,,,
4039,Nick Cave & The Bad Seeds,The Mercy Seat,Rock,1988,,,,
4040,Metallica,Master of Puppets,Rock,1986,,,,
4041,The Cure,A Forest,Rock,1980,C,major,4:54,163BPM
4042,The Cure,Close to Me,Rock,1985,B,major,3:41,185BPM
4043,Nirvana,About a Girl,Rock,1989,D♯/E♭,minor,3:38,121BPM
4044,Run-D.M.C.,It's Like That,Hip Hop,1983,,,,
4045,My Bloody Valentine,You Made Me Realise,Rock,1988,,,,
4046,George Jones,He Stopped Loving Her Today,Pop,1980,G♯/A♭,major,3:16,144BPM
4047,Joy Division,Atmosphere,Rock,1980,F♯/G♭,major,4:10,120BPM
4048,Guns N' Roses,Paradise City,Rock,1987,B,major,6:46,100BPM
4049,Rhythim Is Rhythim,Strings of Life,Dance,1987,B,major,7:35,122BPM
4050,The Rolling Stones,Start Me Up,Rock,1981,,,,
4051,Culture Club,Do You Really Want to Hurt Me,Rock,1982,E,minor,4:29,100BPM
4052,The Stone Roses,I Wanna Be Adored,Rock,1989,E,minor,4:53,113BPM
4053,Kurtis Blow,The Breaks,Hip Hop,1980,B,minor,7:44,113BPM
4054,ABBA,The Winner Takes It All,Pop,1980,F♯/G♭,major,4:55,127BPM
4055,Pixies,Gigantic,Rock,1988,G,major,3:14,113BPM
4056,The Replacements,I Will Dare,Rock,1984,G,major,3:19,167BPM
4057,Pet Shop Boys,It's a Sin,Pop,1987,,,,
4058,Frankie Goes to Hollywood,Two Tribes,Pop,1984,G,major,3:25,130BPM
4059,Eric B. & Rakim,I Know You Got Soul,Hip Hop,1987,,,,
4060,Bronski Beat,Smalltown Boy,Pop,1984,A♯/B♭,major,4:59,134BPM
4061,Depeche Mode,Just Can't Get Enough,Pop,1981,,,,
4062,808 State,Pacific State,Dance,1989,,,,
4063,A Guy Called Gerald,Voodoo Ray,Dance,1988,D,major,4:27,120BPM
4064,Mr. Fingers,Can You Feel It,Dance,1986,A,minor,5:30,119BPM
4065,The Psychedelic Furs,Pretty in Pink,Rock,1981,D,major,3:59,135BPM
4066,U2,I Will Follow,Rock,1980,G♯/A♭,major,3:36,155BPM
4067,Kate Bush,Hounds of Love,Pop,1985,F,major,3:03,146BPM
4068,The Cure,Pictures of You,Rock,1989,A,major,7:28,172BPM
4069,Slayer,Angel of Death,Rock,1986,C♯/D♭,major,4:51,106BPM
4070,New Order,Ceremony,Rock,1981,C,major,4:37,135BPM
4071,Metallica,One,Rock,1988,G,major,7:27,106BPM
4072,LL Cool J,I Can't Live Without My Radio,Hip Hop,1985,,,,
4073,The Stone Roses,I Am the Resurrection,Rock,1989,B,minor,3:42,132BPM
4074,Mission of Burma,That's When I Reach for My Revolver,Rock,1981,,,,
4075,Doug E. Fresh,The Show,Hip Hop,1985,C♯/D♭,major,6:39,101BPM
4076,Talking Heads,This Must Be the Place (Naive Melody),Rock,1983,G,major,4:55,115BPM
4077,Depeche Mode,Never Let Me Down Again,Pop,1987,C,major,4:24,106BPM
4078,Def Leppard,Photograph,Rock,1983,E,major,4:08,124BPM
4079,Biz Markie,Just a Friend,Hip Hop,1989,C,major,3:58,85BPM
4080,Faith No More,Epic,Rock,1989,E,minor,4:54,174BPM
4081,ABC,The Look of Love,Rock,1982,A,minor,3:31,121BPM
4082,Run-D.M.C.,Rock Box,Hip Hop,1984,C,major,5:31,100BPM
4083,Eric B. & Rakim,Follow the Leader,Hip Hop,1988,,,,
4084,Yoko Ono,Walking on Thin Ice,Rock,1981,E,major,5:07,120BPM
4085,Nine Inch Nails,Head Like a Hole,Rock,1989,B,minor,4:54,114BPM
4086,Peter Gabriel,Biko,Rock,1980,G,major,7:32,179BPM
4087,Madonna,Live to Tell,Pop,1986,D,minor,5:51,110BPM
4088,Pet Shop Boys,Rent,Pop,1987,,,,
4089,Funky Four Plus One,That's the Joint,Hip Hop,1980,,,,
4090,Beastie Boys,Hey Ladies,Hip Hop,1989,C♯/D♭,major,3:47,102BPM
4091,The Cure,Lovesong,Rock,1989,A,minor,3:30,140BPM
4092,Slayer,Raining Blood,Rock,1986,C♯/D♭,minor,4:14,89BPM
4093,S'Express,Theme from S-Express,Dance,1988,,,,
4094,Elvis Costello and The Attractions,I Want You,Rock,1986,,,,
4095,X,Los Angeles,Rock,1980,D,major,2:25,93BPM
4096,LL Cool J,I Need Love,Hip Hop,1987,C,major,5:24,88BPM
4097,Rush,Tom Sawyer,Rock,1981,A,major,4:35,175BPM
4098,Phuture,Acid Tracks,Dance,1987,F♯/G♭,major,12:17,120BPM
4099,AC/DC,Hells Bells,Rock,1980,,,,
4100,Martha and The Muffins,Echo Beach,Rock,1980,G,major,3:40,164BPM
4101,The Beat,Mirror in the Bathroom,Rock,1980,B,minor,12:32,169BPM
4102,Tom Waits,Downtown Train,Rock,1985,D♯/E♭,major,3:50,115BPM
4103,Kraftwerk,Computer Liebe/Computer Love,Pop,1981,,,,
4104,Orange Juice,Rip It Up,Rock,1982,G,major,5:20,103BPM
4105,Doug E. Fresh,La-Di-Da-Di,Hip Hop,1985,,,,
4106,Billy Bragg,Levi Stubbs' Tears,Rock,1986,B,minor,3:32,135BPM
4107,The Cult,She Sells Sanctuary,Rock,1985,G,major,4:23,140BPM
4108,U2,Bad,Rock,1984,D,major,6:06,98BPM
4109,Young M.C.,Bust a Move,Hip Hop,1989,,,,
4110,Sade,Smooth Operator,Pop,1984,A,minor,4:59,120BPM
4111,The Fall,Totally Wired,Rock,1980,G,major,3:25,167BPM
4112,The Jesus and Mary Chain,Never Understand,Rock,1985,B,major,2:58,169BPM
4113,Orbital,Chime,Dance,1989,,,,
4114,Diana Ross,I'm Coming Out,Dance,1980,,,,
4115,Pixies,Here Comes Your Man,Rock,1989,D,major,3:21,125BPM
4116,N.W.A,Express Yourself,Hip Hop,1988,,,,
4117,Depeche Mode,Everything Counts,Pop,1983,,,,
4118,Leonard Cohen,Tower of Song,Pop,1988,E,major,5:39,100BPM
4119,Madonna,Crazy for You,Pop,1985,A,major,3:45,95BPM
4120,The Cure,Lullaby,Rock,1989,A,major,4:10,94BPM
4121,Culture Club,Karma Chameleon,Rock,1983,A♯/B♭,major,3:59,92BPM
4122,The Smiths,The Queen Is Dead,Rock,1986,E,major,6:27,140BPM
4123,Madness,House of Fun,Rock,1982,F,major,2:57,129BPM
4124,Japan,Ghosts,Pop,1981,G♯/A♭,major,4:33,114BPM
4125,Eric B. & Rakim,Eric B. Is President,Hip Hop,1986,,,,
4126,Ozzy Osbourne,Crazy Train,Rock,1980,A,major,4:50,138BPM
4127,The Teardrop Explodes,Reward,Rock,1980,C,major,2:43,160BPM
4128,Run-D.M.C.,Sucker MC's,Hip Hop,1983,,,,
4129,Marshall Jefferson,Move Your Body (House Music Anthem),Dance,1986,,,,
4130,Willie Nelson,Always on My Mind,Pop,1982,D,major,3:56,141BPM
4131,Public Image Ltd.,Rise,Rock,1986,C,major,6:18,86BPM
4132,Pet Shop Boys,Suburbia,Pop,1986,,,,
4133,Kate Bush,Cloudbusting,Pop,1985,C♯/D♭,minor,5:10,113BPM
4134,Iron Maiden,Hallowed Be Thy Name,Rock,1982,,,,
4135,ABC,Poison Arrow,Rock,1982,B,minor,3:24,126BPM
4136,Talking Heads,Born Under Punches (The Heat Goes On),Rock,1980,G,minor,5:49,112BPM
4137,Minutemen,History Lesson - Part II,Rock,1984,,,,
4138,Iron Maiden,Run to the Hills,Rock,1982,C,major,3:54,174BPM
4139,Bomb the Bass,Beat Dis,Dance,1987,,,,
4140,Lil' Louis,French Kiss,Dance,1989,F♯/G♭,major,8:04,124BPM
4141,John Cougar Mellencamp,Pink Houses,Rock,1983,,,,
4142,Rush,The Spirit of Radio,Rock,1980,E,major,4:56,136BPM
4143,Inner City,Good Life,Dance,1989,E,minor,4:05,121BPM
4144,Schoolly D,P.S.K. (What Does It Mean?),Hip Hop,1985,,,,
4145,Eurythmics,Here Comes the Rain Again,Pop,1983,,,,
4146,Tom Waits,Jockey Full of Bourbon,Rock,1985,B,major,2:46,83BPM
4147,The Jesus and Mary Chain,Some Candy Talking,Rock,1986,A,major,3:18,113BPM
4148,Kool & The Gang,Celebration,Dance,1980,,,,
4149,Stevie Ray Vaughan and Double Trouble,Pride and Joy,Rock,1983,,,,
4150,Leonard Cohen,Everybody Knows,Pop,1988,C♯/D♭,minor,5:35,104BPM
4151,ZZ Top,Gimme All Your Lovin',Rock,1983,F,major,3:32,120BPM
4152,Europe,The Final Countdown,Rock,1986,F♯/G♭,minor,3:57,118BPM
4153,Frankie Knuckles/Jamie Principle,Your Love,Dance,1987,,,,
4154,Pet Shop Boys feat. Dusty Springfield,What Have I Done to Deserve This?,Pop,1987,,,,
4155,LL Cool J,Rock the Bells,Hip Hop,1985,F♯/G♭,minor,4:00,98BPM
4156,The Clash,Straight to Hell,Rock,1982,G,major,5:31,90BPM
4157,Boogie Down Productions,South Bronx,Hip Hop,1986,A,minor,5:09,96BPM
4158,Jane's Addiction,Jane Says,Rock,1988,,,,
4159,Run-D.M.C.,Peter Piper,Hip Hop,1986,G,major,3:23,106BPM
4160,Public Image Ltd.,This Is Not a Love Song,Rock,1983,A,minor,3:30,130BPM
4161,Audio Two,Top Billin',Hip Hop,1987,C♯/D♭,major,2:52,91BPM
4162,The Jam,Start!,Rock,1980,,,,
4163,The Cars,Drive,Pop,1984,F♯/G♭,major,3:54,111BPM
4164,Metallica,Battery,Rock,1986,,,,
4165,Echo and the Bunnymen,The Cutter,Rock,1983,,,,
4166,Inner City,Big Fun,Dance,1988,D♯/E♭,minor,3:26,120BPM
4167,Midnight Oil,Power and the Passion,Rock,1982,,,,
4168,Art of Noise,Moments in Love,Pop,1983,A,major,10:16,138BPM
4169,AC/DC,For Those About to Rock (We Salute You),Rock,1981,,,,
4170,The Pogues,A Pair of Brown Eyes,Rock,1985,G,major,5:01,166BPM
4171,Kate Bush,This Woman's Work,Pop,1988,,,,
4172,Tone-Lōc,Wild Thing,Hip Hop,1988,G,major,4:26,126BPM
4173,Black Box,Ride On Time,Dance,1989,A,minor,4:32,119BPM
4174,The Imposter [Elvis Costello],Pills & Soap,Rock,1983,,,,
4175,The Psychedelic Furs,Love My Way,Rock,1982,C,major,3:34,126BPM
4176,Violent Femmes,Gone Daddy Gone,Rock,1983,D,minor,3:06,78BPM
4177,Living Colour,Cult of Personality,Rock,1988,C,major,4:54,92BPM
4178,Pixies,Hey,Rock,1989,G,major,3:31,100BPM
4179,Slick Rick,Children's Story,Hip Hop,1988,,,,
4180,The Sisters of Mercy,This Corrosion,Rock,1987,,,,
4181,Adam and The Ants,Kings of the Wild Frontier,Rock,1980,,,,
4182,Dolly Parton,9 to 5,Pop,1980,F♯/G♭,major,2:42,105BPM
4183,Metallica,For Whom the Bell Tolls,Rock,1984,A♯/B♭,minor,4:27,138BPM
4184,Siouxsie and The Banshees,Cities in Dust,Rock,1985,F♯/G♭,major,3:52,120BPM
4185,Kraftwerk,Nummern/Numbers,Dance,1981,,,,
4186,Richard and Linda Thompson,Wall of Death,Rock,1982,,,,
4187,Iron Maiden,The Number of the Beast,Rock,1982,,,,
4188,ZZ Top,Sharp Dressed Man,Rock,1983,C,major,2:59,127BPM
4189,Joe Smooth,Promised Land,Dance,1987,C♯/D♭,minor,5:09,125BPM
4190,The Jesus and Mary Chain,You Trip Me Up,Rock,1985,A,major,2:26,74BPM
4191,Depeche Mode,People Are People,Pop,1984,A,minor,3:44,120BPM
4192,Beastie Boys,Paul Revere,Hip Hop,1986,F♯/G♭,minor,3:41,92BPM
4193,A Certain Ratio,Shack Up,Rock,1980,,,,
4194,Run-D.M.C.,My Adidas,Hip Hop,1986,C♯/D♭,major,2:48,95BPM
4195,Metallica,Seek and Destroy,Rock,1983,,,,
4196,Blondie,The Tide Is High,Rock,1980,B,major,4:42,96BPM
4197,Stetsasonic,Talkin' All That Jazz,Hip Hop,1988,E,minor,4:48,108BPM
4198,ESG,Moody,Rock,1981,G♯/A♭,minor,2:50,123BPM
4199,Van Halen,Panama,Rock,1984,G♯/A♭,major,3:33,141BPM
4200,Boogie Down Productions,The Bridge Is Over,Hip Hop,1987,C,major,3:25,180BPM
4201,Stray Cats,Runaway Boys,Rock,1980,C♯/D♭,major,2:59,89BPM
4202,The Cult,Love Removal Machine,Rock,1987,G,major,4:17,137BPM
4203,The Waterboys,Fisherman's Blues,Rock,1988,,,,
4204,Survivor,Eye of the Tiger,Rock,1982,C,minor,4:04,109BPM
4205,Leonard Cohen,First We Take Manhattan,Pop,1988,F,minor,6:00,123BPM
4206,Def Leppard,Pour Some Sugar on Me,Rock,1987,A♯/B♭,minor,4:32,176BPM
4207,U2,Gloria,Rock,1981,G♯/A♭,minor,4:10,146BPM
4208,Farley Jackmaster Funk,Love Can't Turn Around,Dance,1986,,,,
4209,The Jesus and Mary Chain,Head On,Rock,1989,C,major,4:11,139BPM
4210,Spacemen 3,Walkin' with Jesus,Rock,1986,A,major,4:08,98BPM
4211,Mano Negra,King Kong Five,Rock,1989,A♯/B♭,minor,1:58,107BPM
4212,Nick Cave & The Bad Seeds,From Her to Eternity,Rock,1984,,,,
4213,Soda Stereo,Cuando pase el temblor,Rock,1985,C,major,3:49,94BPM
4214,Judas Priest,Breaking the Law,Rock,1980,D,major,2:34,164BPM
4215,Peter Gabriel with Kate Bush,Don't Give Up,Pop,1986,,,,
4216,Sonic Youth,Schizophrenia,Rock,1987,D,major,4:38,135BPM
